id,employee_id,target_role_id,target_role_name,target_timeline_months,current_progress_pct,status,notes
330,330,34,Manager - Rolling Mill Operations,12,53.0,Active,Aligned with annual career development plan.
331,331,27,Manager - Blast Furnace Operations,18,36.2,Active,Aligned with annual career development plan.
332,332,20,Manager - Automation & Control,18,64.5,Active,Aligned with annual career development plan.
333,333,42,Head - Quality Assurance & Metallurgy,18,13.3,Active,Aligned with annual career development plan.
334,334,33,Specialist - Rolling Mill Operations,12,4.6,Active,Aligned with annual career development plan.
335,335,30,Senior Technician - Rolling Mill Operations,18,15.3,Active,Aligned with annual career development plan.
336,336,27,Manager - Blast Furnace Operations,24,57.2,Active,Aligned with annual career development plan.
337,337,13,Manager - Electrical & Electronics,12,11.1,Active,Aligned with annual career development plan.
338,338,69,Manager - Human Resources & L&D,18,31.2,Active,Aligned with annual career development plan.
339,339,34,Manager - Rolling Mill Operations,24,16.3,Active,Aligned with annual career development plan.
340,340,14,Head - Electrical & Electronics,18,36.8,Active,Aligned with annual career development plan.
341,341,48,Manager - Supply Chain & SCM,12,45.1,Active,Aligned with annual career development plan.
342,342,10,Engineer - Electrical & Electronics,18,56.9,Active,Aligned with annual career development plan.
343,343,32,Senior Engineer - Rolling Mill Operations,12,55.2,Active,Aligned with annual career development plan.
344,344,27,Manager - Blast Furnace Operations,24,17.1,Active,Aligned with annual career development plan.
345,345,49,Head - Supply Chain & SCM,18,49.4,Active,Aligned with annual career development plan.
346,346,20,Manager - Automation & Control,12,4.6,Active,Aligned with annual career development plan.
347,347,27,Manager - Blast Furnace Operations,12,2.2,Active,Aligned with annual career development plan.
348,348,60,Senior Engineer - AI & Digital Initiatives,24,63.3,Active,Aligned with annual career development plan.
349,349,4,Senior Mechanical Engineer,18,18.2,Active,Aligned with annual career development plan.
350,350,45,Engineer - Supply Chain & SCM,24,0.2,Active,Aligned with annual career development plan.
351,351,47,Specialist - Supply Chain & SCM,18,50.8,Active,Aligned with annual career development plan.
352,352,4,Senior Mechanical Engineer,24,53.8,Active,Aligned with annual career development plan.
353,353,55,Manager - Information Technology,18,47.2,Active,Aligned with annual career development plan.
354,354,46,Senior Engineer - Supply Chain & SCM,24,67.6,Active,Aligned with annual career development plan.
355,355,38,Engineer - Quality Assurance & Metallurgy,24,16.3,Active,Aligned with annual career development plan.
356,356,34,Manager - Rolling Mill Operations,12,62.6,Active,Aligned with annual career development plan.
357,357,35,Head - Rolling Mill Operations,24,6.8,Active,Aligned with annual career development plan.
358,358,39,Senior Engineer - Quality Assurance & Metallurgy,18,26.1,Active,Aligned with annual career development plan.
359,359,33,Specialist - Rolling Mill Operations,24,67.1,Active,Aligned with annual career development plan.
360,360,46,Senior Engineer - Supply Chain & SCM,24,11.4,Active,Aligned with annual career development plan.
361,361,4,Senior Mechanical Engineer,24,15.5,Active,Aligned with annual career development plan.
362,362,7,Engineering Manager,12,5.5,Active,Aligned with annual career development plan.
363,363,21,Head - Automation & Control,12,57.1,Active,Aligned with annual career development plan.
364,364,61,Specialist - AI & Digital Initiatives,24,26.6,Active,Aligned with annual career development plan.
365,365,40,Specialist - Quality Assurance & Metallurgy,24,39.3,Active,Aligned with annual career development plan.
366,366,41,Manager - Quality Assurance & Metallurgy,12,10.5,Active,Aligned with annual career development plan.
367,367,49,Head - Supply Chain & SCM,24,39.1,Active,Aligned with annual career development plan.
368,368,49,Head - Supply Chain & SCM,18,8.4,Active,Aligned with annual career development plan.
369,369,49,Head - Supply Chain & SCM,12,25.0,Active,Aligned with annual career development plan.
370,370,21,Head - Automation & Control,24,49.3,Active,Aligned with annual career development plan.
371,371,33,Specialist - Rolling Mill Operations,18,1.7,Active,Aligned with annual career development plan.
372,372,28,Head - Blast Furnace Operations,18,28.9,Active,Aligned with annual career development plan.
373,373,4,Senior Mechanical Engineer,24,11.3,Active,Aligned with annual career development plan.
374,374,70,Head - Human Resources & L&D,18,4.6,Active,Aligned with annual career development plan.
375,375,28,Head - Blast Furnace Operations,24,7.0,Active,Aligned with annual career development plan.
376,376,47,Specialist - Supply Chain & SCM,24,36.2,Active,Aligned with annual career development plan.
377,377,63,Head - AI & Digital Initiatives,24,67.6,Active,Aligned with annual career development plan.
378,378,42,Head - Quality Assurance & Metallurgy,12,8.4,Active,Aligned with annual career development plan.
379,379,60,Senior Engineer - AI & Digital Initiatives,12,28.4,Active,Aligned with annual career development plan.
380,380,56,Head - Information Technology,18,37.1,Active,Aligned with annual career development plan.
381,381,4,Senior Mechanical Engineer,24,22.0,Active,Aligned with annual career development plan.
382,382,12,Specialist - Electrical & Electronics,12,14.6,Active,Aligned with annual career development plan.
383,383,46,Senior Engineer - Supply Chain & SCM,12,7.8,Active,Aligned with annual career development plan.
384,384,56,Head - Information Technology,24,43.0,Active,Aligned with annual career development plan.
385,385,18,Senior Engineer - Automation & Control,24,32.0,Active,Aligned with annual career development plan.
386,386,28,Head - Blast Furnace Operations,12,18.9,Active,Aligned with annual career development plan.
387,387,5,Mechanical Specialist,12,3.0,Active,Aligned with annual career development plan.
388,388,63,Head - AI & Digital Initiatives,24,17.8,Active,Aligned with annual career development plan.
389,389,17,Engineer - Automation & Control,24,26.3,Active,Aligned with annual career development plan.
390,390,20,Manager - Automation & Control,12,42.7,Active,Aligned with annual career development plan.
391,391,6,EAF Mechanical Specialist,12,46.7,Active,Aligned with annual career development plan.
392,392,54,Specialist - Information Technology,12,26.5,Active,Aligned with annual career development plan.
393,393,55,Manager - Information Technology,18,23.7,Active,Aligned with annual career development plan.
394,394,28,Head - Blast Furnace Operations,12,59.2,Active,Aligned with annual career development plan.
395,395,24,Engineer - Blast Furnace Operations,12,34.0,Active,Aligned with annual career development plan.
396,396,56,Head - Information Technology,12,33.1,Active,Aligned with annual career development plan.
397,397,56,Head - Information Technology,18,66.5,Active,Aligned with annual career development plan.
398,398,68,Specialist - Human Resources & L&D,12,55.2,Active,Aligned with annual career development plan.
399,399,13,Manager - Electrical & Electronics,18,41.3,Active,Aligned with annual career development plan.
400,400,48,Manager - Supply Chain & SCM,12,46.4,Active,Aligned with annual career development plan.
401,401,19,Specialist - Automation & Control,18,43.1,Active,Aligned with annual career development plan.
402,402,7,Engineering Manager,18,22.2,Active,Aligned with annual career development plan.
403,403,19,Specialist - Automation & Control,18,27.2,Active,Aligned with annual career development plan.
404,404,33,Specialist - Rolling Mill Operations,18,68.5,Active,Aligned with annual career development plan.
405,405,62,Manager - AI & Digital Initiatives,12,18.2,Active,Aligned with annual career development plan.
406,406,11,Senior Engineer - Electrical & Electronics,24,13.4,Active,Aligned with annual career development plan.
407,407,31,Engineer - Rolling Mill Operations,12,1.6,Active,Aligned with annual career development plan.
408,408,21,Head - Automation & Control,12,41.9,Active,Aligned with annual career development plan.
409,409,42,Head - Quality Assurance & Metallurgy,18,60.4,Active,Aligned with annual career development plan.
410,410,26,Specialist - Blast Furnace Operations,18,51.3,Active,Aligned with annual career development plan.
411,411,42,Head - Quality Assurance & Metallurgy,12,42.4,Active,Aligned with annual career development plan.
412,412,42,Head - Quality Assurance & Metallurgy,12,18.9,Active,Aligned with annual career development plan.
413,413,14,Head - Electrical & Electronics,24,7.7,Active,Aligned with annual career development plan.
414,414,48,Manager - Supply Chain & SCM,18,50.6,Active,Aligned with annual career development plan.
415,415,20,Manager - Automation & Control,24,67.0,Active,Aligned with annual career development plan.
416,416,49,Head - Supply Chain & SCM,18,27.7,Active,Aligned with annual career development plan.
417,417,13,Manager - Electrical & Electronics,24,63.5,Active,Aligned with annual career development plan.
418,418,3,Mechanical Engineer,18,3.4,Active,Aligned with annual career development plan.
419,419,39,Senior Engineer - Quality Assurance & Metallurgy,24,37.6,Active,Aligned with annual career development plan.
420,420,18,Senior Engineer - Automation & Control,24,56.0,Active,Aligned with annual career development plan.
421,421,14,Head - Electrical & Electronics,18,8.9,Active,Aligned with annual career development plan.
422,422,21,Head - Automation & Control,24,62.9,Active,Aligned with annual career development plan.
423,423,7,Engineering Manager,24,58.7,Active,Aligned with annual career development plan.
424,424,63,Head - AI & Digital Initiatives,12,41.8,Active,Aligned with annual career development plan.
425,425,60,Senior Engineer - AI & Digital Initiatives,18,50.4,Active,Aligned with annual career development plan.
426,426,69,Manager - Human Resources & L&D,24,3.8,Active,Aligned with annual career development plan.
427,427,68,Specialist - Human Resources & L&D,24,15.1,Active,Aligned with annual career development plan.
428,428,7,Engineering Manager,18,39.1,Active,Aligned with annual career development plan.
429,429,56,Head - Information Technology,24,9.4,Active,Aligned with annual career development plan.
430,430,6,EAF Mechanical Specialist,18,7.1,Active,Aligned with annual career development plan.
431,431,68,Specialist - Human Resources & L&D,12,24.6,Active,Aligned with annual career development plan.
432,432,63,Head - AI & Digital Initiatives,24,51.0,Active,Aligned with annual career development plan.
433,433,17,Engineer - Automation & Control,18,43.5,Active,Aligned with annual career development plan.
434,434,67,Senior Engineer - Human Resources & L&D,24,39.2,Active,Aligned with annual career development plan.
435,435,25,Senior Engineer - Blast Furnace Operations,24,42.5,Active,Aligned with annual career development plan.
436,436,18,Senior Engineer - Automation & Control,12,2.7,Active,Aligned with annual career development plan.
437,437,33,Specialist - Rolling Mill Operations,24,49.6,Active,Aligned with annual career development plan.
438,438,53,Senior Engineer - Information Technology,12,7.2,Active,Aligned with annual career development plan.
439,439,48,Manager - Supply Chain & SCM,18,68.5,Active,Aligned with annual career development plan.
440,440,14,Head - Electrical & Electronics,24,15.6,Active,Aligned with annual career development plan.
441,441,38,Engineer - Quality Assurance & Metallurgy,18,42.6,Active,Aligned with annual career development plan.
442,442,61,Specialist - AI & Digital Initiatives,24,7.8,Active,Aligned with annual career development plan.
443,443,59,Engineer - AI & Digital Initiatives,24,30.4,Active,Aligned with annual career development plan.
444,444,69,Manager - Human Resources & L&D,18,53.5,Active,Aligned with annual career development plan.
445,445,6,EAF Mechanical Specialist,18,10.2,Active,Aligned with annual career development plan.
446,446,33,Specialist - Rolling Mill Operations,24,6.1,Active,Aligned with annual career development plan.
447,447,56,Head - Information Technology,12,34.4,Active,Aligned with annual career development plan.
448,448,49,Head - Supply Chain & SCM,24,29.4,Active,Aligned with annual career development plan.
449,449,26,Specialist - Blast Furnace Operations,12,41.6,Active,Aligned with annual career development plan.
450,450,32,Senior Engineer - Rolling Mill Operations,24,58.2,Active,Aligned with annual career development plan.
451,451,49,Head - Supply Chain & SCM,12,42.6,Active,Aligned with annual career development plan.
452,452,4,Senior Mechanical Engineer,18,28.5,Active,Aligned with annual career development plan.
453,453,7,Engineering Manager,24,6.1,Active,Aligned with annual career development plan.
454,454,16,Senior Technician - Automation & Control,12,23.8,Active,Aligned with annual career development plan.
455,455,35,Head - Rolling Mill Operations,12,51.1,Active,Aligned with annual career development plan.
456,456,69,Manager - Human Resources & L&D,12,0.9,Active,Aligned with annual career development plan.
457,457,14,Head - Electrical & Electronics,18,45.3,Active,Aligned with annual career development plan.
458,458,28,Head - Blast Furnace Operations,12,34.6,Active,Aligned with annual career development plan.
459,459,7,Engineering Manager,12,9.2,Active,Aligned with annual career development plan.
460,460,70,Head - Human Resources & L&D,18,64.5,Active,Aligned with annual career development plan.
461,461,61,Specialist - AI & Digital Initiatives,24,23.0,Active,Aligned with annual career development plan.
462,462,28,Head - Blast Furnace Operations,12,28.0,Active,Aligned with annual career development plan.
463,463,21,Head - Automation & Control,24,4.8,Active,Aligned with annual career development plan.
464,464,3,Mechanical Engineer,12,48.3,Active,Aligned with annual career development plan.
465,465,46,Senior Engineer - Supply Chain & SCM,12,11.2,Active,Aligned with annual career development plan.
466,466,20,Manager - Automation & Control,12,8.4,Active,Aligned with annual career development plan.
467,467,70,Head - Human Resources & L&D,18,49.8,Active,Aligned with annual career development plan.
468,468,49,Head - Supply Chain & SCM,24,43.4,Active,Aligned with annual career development plan.
469,469,27,Manager - Blast Furnace Operations,12,57.7,Active,Aligned with annual career development plan.
470,470,6,EAF Mechanical Specialist,12,18.9,Active,Aligned with annual career development plan.
471,471,21,Head - Automation & Control,18,58.4,Active,Aligned with annual career development plan.
472,472,7,Engineering Manager,12,20.2,Active,Aligned with annual career development plan.
473,473,48,Manager - Supply Chain & SCM,18,2.0,Active,Aligned with annual career development plan.
474,474,2,Senior Technician - Mechanical,12,4.1,Active,Aligned with annual career development plan.
475,475,21,Head - Automation & Control,24,64.3,Active,Aligned with annual career development plan.
476,476,14,Head - Electrical & Electronics,12,5.8,Active,Aligned with annual career development plan.
477,477,33,Specialist - Rolling Mill Operations,12,0.1,Active,Aligned with annual career development plan.
478,478,33,Specialist - Rolling Mill Operations,24,17.8,Active,Aligned with annual career development plan.
479,479,49,Head - Supply Chain & SCM,12,20.8,Active,Aligned with annual career development plan.
480,480,19,Specialist - Automation & Control,12,5.3,Active,Aligned with annual career development plan.
481,481,58,Senior Technician - AI & Digital Initiatives,12,19.6,Active,Aligned with annual career development plan.
482,482,47,Specialist - Supply Chain & SCM,12,38.2,Active,Aligned with annual career development plan.
483,483,3,Mechanical Engineer,24,0.4,Active,Aligned with annual career development plan.
484,484,49,Head - Supply Chain & SCM,24,32.8,Active,Aligned with annual career development plan.
485,485,56,Head - Information Technology,18,66.9,Active,Aligned with annual career development plan.
486,486,11,Senior Engineer - Electrical & Electronics,18,49.0,Active,Aligned with annual career development plan.
487,487,9,Senior Technician - Electrical & Electronics,24,25.0,Active,Aligned with annual career development plan.
488,488,35,Head - Rolling Mill Operations,12,4.4,Active,Aligned with annual career development plan.
489,489,46,Senior Engineer - Supply Chain & SCM,18,6.7,Active,Aligned with annual career development plan.
490,490,35,Head - Rolling Mill Operations,18,19.3,Active,Aligned with annual career development plan.
491,491,8,Technician - Electrical & Electronics,24,57.4,Active,Aligned with annual career development plan.
492,492,70,Head - Human Resources & L&D,12,18.0,Active,Aligned with annual career development plan.
493,493,34,Manager - Rolling Mill Operations,12,20.3,Active,Aligned with annual career development plan.
494,494,21,Head - Automation & Control,18,10.1,Active,Aligned with annual career development plan.
495,495,42,Head - Quality Assurance & Metallurgy,18,50.0,Active,Aligned with annual career development plan.
496,496,48,Manager - Supply Chain & SCM,18,2.4,Active,Aligned with annual career development plan.
497,497,9,Senior Technician - Electrical & Electronics,24,67.8,Active,Aligned with annual career development plan.
498,498,49,Head - Supply Chain & SCM,18,56.1,Active,Aligned with annual career development plan.
499,499,66,Engineer - Human Resources & L&D,18,47.6,Active,Aligned with annual career development plan.
500,500,56,Head - Information Technology,12,56.1,Active,Aligned with annual career development plan.
