id,employee_id,course_id,status,score,completion_date,expiry_date,hours_completed,certificate_issued,notes
763,128,57,Not Started,,,,0.0,False,
764,128,80,Expired,92.4,2026-07-12T05:04:38.151044,2026-07-02T05:04:38.151044,0.0,False,
765,128,7,Completed,80.5,2026-01-09T05:04:38.151067,2027-01-09T05:04:38.151067,32,True,
766,128,54,In Progress,,,,3.5,False,
767,128,1,Expired,68.5,2025-10-09T05:04:38.151092,2025-09-29T05:04:38.151092,0.0,False,
768,128,11,Completed,65.5,2025-09-28T05:04:38.151114,2026-09-28T05:04:38.151114,40,True,
769,129,67,In Progress,,,,18.2,False,
770,129,100,Not Started,,,,0.0,False,
771,129,45,In Progress,,,,6.4,False,
772,129,26,Completed,93.0,2026-03-08T05:04:38.151157,2027-03-08T05:04:38.151157,4,True,
773,129,68,Expired,69.1,2025-09-27T05:04:38.151179,2025-09-17T05:04:38.151179,0.0,False,
774,130,79,In Progress,,,,20.6,False,
775,130,24,Not Started,,,,0.0,False,
776,130,21,Completed,72.6,2026-07-05T05:04:38.151218,2027-07-05T05:04:38.151218,4,True,
777,130,80,Completed,94.5,2025-12-16T05:04:38.151240,2026-12-16T05:04:38.151240,24,True,
778,130,12,Completed,96.9,2026-03-24T05:04:38.151261,2027-03-24T05:04:38.151261,32,True,
779,130,28,In Progress,,,,3.2,False,
780,130,50,Expired,84.5,2025-04-06T05:04:38.151288,2025-03-27T05:04:38.151288,0.0,False,
781,130,46,Completed,94.8,2026-05-22T05:04:38.151310,2027-05-22T05:04:38.151310,40,True,
782,131,68,Not Started,,,,0.0,False,
783,131,5,Completed,94.3,2026-01-22T05:04:38.151345,2027-01-22T05:04:38.151345,8,True,
784,131,28,Completed,79.9,2025-10-01T05:04:38.151367,2026-10-01T05:04:38.151367,4,True,
785,131,1,In Progress,,,,6.9,False,
786,131,31,Completed,97.2,2026-06-26T05:04:38.151394,2027-06-26T05:04:38.151394,16,True,
787,131,78,Expired,82.2,2026-06-10T05:04:38.151415,2026-05-31T05:04:38.151415,0.0,False,
788,131,32,In Progress,,,,3.2,False,
789,132,90,Expired,95.0,2025-12-23T05:04:38.151451,2025-12-13T05:04:38.151451,0.0,False,
790,132,76,Expired,95.5,2025-06-02T05:04:38.151476,2025-05-23T05:04:38.151476,0.0,False,
791,132,2,In Progress,,,,15.5,False,
792,132,55,In Progress,,,,13.0,False,
793,132,15,Expired,86.8,2026-03-15T05:04:38.151505,2026-03-05T05:04:38.151505,0.0,False,
794,132,40,In Progress,,,,5.8,False,
795,132,64,Not Started,,,,0.0,False,
796,132,97,Expired,84.7,2026-05-28T05:04:38.151533,2026-05-18T05:04:38.151533,0.0,False,
797,133,16,Not Started,,,,0.0,False,
798,133,51,Completed,82.0,2026-07-01T05:04:38.151565,2027-07-01T05:04:38.151565,8,True,
799,133,62,Not Started,,,,0.0,False,
800,133,30,Not Started,,,,0.0,False,
801,134,18,Completed,77.4,2026-03-17T05:04:38.151602,2027-03-17T05:04:38.151602,24,True,
802,134,67,Expired,67.0,2025-04-25T05:04:38.151624,2025-04-15T05:04:38.151624,0.0,False,
803,134,69,In Progress,,,,6.3,False,
804,134,88,Completed,97.2,2026-06-16T05:04:38.151650,2027-06-16T05:04:38.151650,16,True,
805,134,15,Not Started,,,,0.0,False,
806,134,30,Completed,81.5,2025-07-27T05:04:38.151675,2026-07-27T05:04:38.151675,4,True,
807,134,75,In Progress,,,,12.7,False,
808,134,35,Expired,87.4,2026-03-01T05:04:38.151718,2026-02-19T05:04:38.151718,0.0,False,
809,135,36,In Progress,,,,7.3,False,
810,135,50,In Progress,,,,12.6,False,
811,135,43,In Progress,,,,1.8,False,
812,135,11,Expired,87.1,2026-02-06T05:04:38.151766,2026-01-27T05:04:38.151766,0.0,False,
813,135,42,Expired,79.3,2026-06-13T05:04:38.151789,2026-06-03T05:04:38.151789,0.0,False,
814,135,51,Expired,87.0,2025-12-22T05:04:38.151810,2025-12-12T05:04:38.151810,0.0,False,
815,135,24,Not Started,,,,0.0,False,
816,136,19,Expired,73.3,2026-07-26T05:04:38.151845,2026-07-16T05:04:38.151845,0.0,False,
817,136,44,Not Started,,,,0.0,False,
818,136,69,In Progress,,,,0.6,False,
819,136,33,In Progress,,,,15.5,False,
820,136,89,Expired,76.8,2025-12-21T05:04:38.151876,2025-12-11T05:04:38.151876,0.0,False,
821,136,72,In Progress,,,,3.1,False,
822,136,31,In Progress,,,,9.3,False,
823,136,8,Expired,79.1,2025-11-16T05:04:38.151904,2025-11-06T05:04:38.151904,0.0,False,
824,137,34,In Progress,,,,18.3,False,
825,137,23,Not Started,,,,0.0,False,
826,137,80,Completed,91.8,2026-05-18T05:04:38.151942,2027-05-18T05:04:38.151942,24,True,
827,137,63,Not Started,,,,0.0,False,
828,137,40,In Progress,,,,2.7,False,
829,137,68,Completed,82.0,2025-11-02T05:04:38.151973,2026-11-02T05:04:38.151973,40,True,
830,137,20,In Progress,,,,2.9,False,
831,138,17,Not Started,,,,0.0,False,
832,138,39,Not Started,,,,0.0,False,
833,138,74,Completed,84.9,2026-06-24T05:04:38.152012,2027-06-24T05:04:38.152012,40,True,
834,138,36,Expired,99.4,2025-12-04T05:04:38.152034,2025-11-24T05:04:38.152034,0.0,False,
835,138,58,In Progress,,,,21.4,False,
836,138,66,Not Started,,,,0.0,False,
837,139,42,Completed,81.5,2025-12-19T05:04:38.152069,2026-12-19T05:04:38.152069,24,True,
838,139,15,Not Started,,,,0.0,False,
839,139,37,Completed,71.9,2026-01-12T05:04:38.152093,2027-01-12T05:04:38.152093,16,True,
840,139,84,Expired,71.1,2025-10-06T05:04:38.152116,2025-09-26T05:04:38.152116,0.0,False,
841,139,8,Expired,70.0,2026-02-24T05:04:38.152135,2026-02-14T05:04:38.152135,0.0,False,
842,140,24,In Progress,,,,28.7,False,
843,140,68,Not Started,,,,0.0,False,
844,140,69,In Progress,,,,4.5,False,
845,140,75,In Progress,,,,22.0,False,
846,140,41,In Progress,,,,8.9,False,
847,140,67,In Progress,,,,12.1,False,
848,141,7,Expired,83.5,2025-05-13T05:04:38.152193,2025-05-03T05:04:38.152193,0.0,False,
849,141,83,Expired,68.8,2025-09-17T05:04:38.152213,2025-09-07T05:04:38.152213,0.0,False,
850,141,90,Completed,97.6,2026-07-23T05:04:38.152233,2027-07-23T05:04:38.152233,24,True,
851,141,47,In Progress,,,,2.6,False,
852,141,50,Completed,98.5,2026-07-17T05:04:38.152255,2027-07-17T05:04:38.152255,16,True,
853,141,37,Completed,79.1,2026-07-31T05:04:38.152273,2027-07-31T05:04:38.152273,16,True,
854,141,44,Expired,79.1,2026-02-05T05:04:38.152306,2026-01-26T05:04:38.152306,0.0,False,
855,142,78,In Progress,,,,22.8,False,
856,142,75,Expired,76.1,2025-09-22T05:04:38.152340,2025-09-12T05:04:38.152340,0.0,False,
857,142,54,Expired,79.3,2025-07-30T05:04:38.152361,2025-07-20T05:04:38.152361,0.0,False,
858,142,34,Expired,97.9,2026-02-23T05:04:38.152381,2026-02-13T05:04:38.152381,0.0,False,
859,143,28,Expired,72.6,2026-07-21T05:04:38.152425,2026-07-11T05:04:38.152425,0.0,False,
860,143,40,Not Started,,,,0.0,False,
861,143,5,Not Started,,,,0.0,False,
862,143,67,Not Started,,,,0.0,False,
863,143,19,Not Started,,,,0.0,False,
864,143,74,In Progress,,,,36.7,False,
865,143,45,In Progress,,,,1.2,False,
866,144,15,Completed,70.8,2025-09-12T05:04:38.152483,2026-09-12T05:04:38.152483,40,True,
867,144,89,Expired,91.7,2025-12-02T05:04:38.152496,2025-11-22T05:04:38.152496,0.0,False,
868,144,16,Expired,84.4,2025-09-10T05:04:38.152695,2025-08-31T05:04:38.152695,0.0,False,
869,144,98,Completed,74.7,2025-07-08T05:04:38.152725,2026-07-08T05:04:38.152725,16,True,
870,144,58,Completed,99.7,2025-07-11T05:04:38.152763,2026-07-11T05:04:38.152763,24,True,
871,145,58,Expired,79.3,2026-04-05T05:04:38.152785,2026-03-26T05:04:38.152785,0.0,False,
872,145,50,In Progress,,,,11.1,False,
873,145,94,Completed,86.3,2026-06-27T05:04:38.152798,2027-06-27T05:04:38.152798,4,True,
874,145,73,Expired,83.5,2026-06-03T05:04:38.152808,2026-05-24T05:04:38.152808,0.0,False,
875,145,20,Completed,98.5,2026-07-14T05:04:38.152818,2027-07-14T05:04:38.152818,8,True,
876,146,30,Not Started,,,,0.0,False,
877,146,95,Not Started,,,,0.0,False,
878,146,72,Expired,69.7,2025-07-25T05:04:38.152834,2025-07-15T05:04:38.152834,0.0,False,
879,146,23,In Progress,,,,8.2,False,
880,146,34,Completed,71.7,2025-12-13T05:04:38.152846,2026-12-13T05:04:38.152846,24,True,
881,147,41,Completed,66.1,2025-09-21T05:04:38.152862,2026-09-21T05:04:38.152862,40,True,
882,147,42,Completed,98.5,2026-01-21T05:04:38.152872,2027-01-21T05:04:38.152872,24,True,
883,147,76,Expired,71.5,2026-03-24T05:04:38.152881,2026-03-14T05:04:38.152881,0.0,False,
884,147,95,Not Started,,,,0.0,False,
885,147,46,In Progress,,,,8.7,False,
886,147,51,Completed,94.1,2026-07-01T05:04:38.152899,2027-07-01T05:04:38.152899,8,True,
887,147,65,Not Started,,,,0.0,False,
888,147,54,Completed,97.9,2026-01-26T05:04:38.152911,2027-01-26T05:04:38.152911,8,True,
889,148,45,In Progress,,,,2.1,False,
890,148,52,Not Started,,,,0.0,False,
891,148,16,In Progress,,,,15.6,False,
892,148,70,Expired,99.3,2025-07-16T05:04:38.152929,2025-07-06T05:04:38.152929,0.0,False,
893,149,75,Expired,74.2,2026-02-04T05:04:38.152943,2026-01-25T05:04:38.152943,0.0,False,
894,149,34,In Progress,,,,12.4,False,
895,149,70,Not Started,,,,0.0,False,
896,149,50,Completed,83.4,2025-09-21T05:04:38.152956,2026-09-21T05:04:38.152956,16,True,
897,149,41,Expired,85.6,2026-03-15T05:04:38.152967,2026-03-05T05:04:38.152967,0.0,False,
898,149,94,Not Started,,,,0.0,False,
899,149,56,Not Started,,,,0.0,False,
900,150,91,Completed,98.2,2025-10-01T05:04:38.152983,2026-10-01T05:04:38.152983,8,True,
901,150,9,Completed,73.8,2026-04-21T05:04:38.152992,2027-04-21T05:04:38.152992,4,True,
902,150,26,In Progress,,,,0.7,False,
903,150,85,In Progress,,,,35.0,False,
904,150,89,In Progress,,,,16.4,False,
905,151,62,Not Started,,,,0.0,False,
906,151,73,Expired,65.3,2025-05-03T05:04:38.153011,2025-04-23T05:04:38.153011,0.0,False,
907,151,96,Expired,70.5,2025-11-09T05:04:38.153022,2025-10-30T05:04:38.153022,0.0,False,
908,151,74,Not Started,,,,0.0,False,
909,151,54,In Progress,,,,5.0,False,
910,152,96,In Progress,,,,2.5,False,
911,152,20,In Progress,,,,4.2,False,
912,152,26,Not Started,,,,0.0,False,
913,152,53,In Progress,,,,38.2,False,
914,153,18,Expired,98.0,2025-10-13T05:04:38.153050,2025-10-03T05:04:38.153050,0.0,False,
915,153,56,Completed,98.3,2025-12-12T05:04:38.153060,2026-12-12T05:04:38.153060,40,True,
916,153,2,Expired,72.9,2025-05-19T05:04:38.153069,2025-05-09T05:04:38.153069,0.0,False,
917,153,98,Not Started,,,,0.0,False,
918,153,1,Not Started,,,,0.0,False,
919,153,96,Expired,91.8,2026-03-02T05:04:38.153083,2026-02-20T05:04:38.153083,0.0,False,
920,154,83,Not Started,,,,0.0,False,
921,154,38,Not Started,,,,0.0,False,
922,154,68,Completed,97.7,2025-05-22T05:04:38.153100,2026-05-22T05:04:38.153100,40,True,
923,154,3,Expired,90.3,2026-06-22T05:04:38.153110,2026-06-12T05:04:38.153110,0.0,False,
924,154,19,Not Started,,,,0.0,False,
925,154,42,Not Started,,,,0.0,False,
926,154,74,Expired,96.2,2026-04-09T05:04:38.153123,2026-03-30T05:04:38.153123,0.0,False,
927,154,99,Expired,67.8,2026-02-17T05:04:38.153133,2026-02-07T05:04:38.153133,0.0,False,
928,155,34,Not Started,,,,0.0,False,
929,155,12,Not Started,,,,0.0,False,
930,155,98,Not Started,,,,0.0,False,
931,155,27,Completed,65.2,2026-03-12T05:04:38.153151,2027-03-12T05:04:38.153151,8,True,
932,155,35,Not Started,,,,0.0,False,
933,155,49,Not Started,,,,0.0,False,
934,156,76,Not Started,,,,0.0,False,
935,156,71,In Progress,,,,11.9,False,
936,156,52,Completed,93.1,2025-06-27T05:04:38.153190,2026-06-27T05:04:38.153190,4,True,
937,156,16,In Progress,,,,4.0,False,
938,156,47,Not Started,,,,0.0,False,
939,156,35,In Progress,,,,15.0,False,
940,156,79,Expired,94.0,2025-07-07T05:04:38.153209,2025-06-27T05:04:38.153209,0.0,False,
941,157,27,Not Started,,,,0.0,False,
942,157,80,Expired,96.6,2025-12-13T05:04:38.153226,2025-12-03T05:04:38.153226,0.0,False,
943,157,30,Completed,97.6,2026-01-13T05:04:38.153236,2027-01-13T05:04:38.153236,4,True,
944,157,63,Not Started,,,,0.0,False,
945,157,72,Completed,77.1,2026-05-10T05:04:38.153247,2027-05-10T05:04:38.153247,4,True,
946,157,42,Not Started,,,,0.0,False,
947,157,28,Expired,90.8,2025-06-27T05:04:38.153260,2025-06-17T05:04:38.153260,0.0,False,
948,157,50,Expired,71.2,2025-08-01T05:04:38.153271,2025-07-22T05:04:38.153271,0.0,False,
949,158,95,In Progress,,,,4.8,False,
950,158,12,Not Started,,,,0.0,False,
951,158,90,Not Started,,,,0.0,False,
952,158,56,Not Started,,,,0.0,False,
953,159,25,Expired,88.0,2025-04-08T05:04:38.153364,2025-03-29T05:04:38.153364,0.0,False,
954,159,74,Expired,76.4,2026-06-08T05:04:38.153385,2026-05-29T05:04:38.153385,0.0,False,
955,159,3,In Progress,,,,34.4,False,
956,159,71,Completed,98.9,2026-01-18T05:04:38.153401,2027-01-18T05:04:38.153401,16,True,
957,160,53,Expired,72.5,2026-05-02T05:04:38.153420,2026-04-22T05:04:38.153420,0.0,False,
958,160,20,In Progress,,,,1.2,False,
959,160,49,Not Started,,,,0.0,False,
960,160,83,Completed,77.9,2026-06-17T05:04:38.153436,2027-06-17T05:04:38.153436,8,True,
961,160,41,In Progress,,,,32.2,False,
962,160,90,Expired,96.1,2026-07-20T05:04:38.153450,2026-07-10T05:04:38.153450,0.0,False,
963,160,26,Completed,83.8,2026-05-06T05:04:38.153461,2027-05-06T05:04:38.153461,4,True,
964,161,73,In Progress,,,,21.8,False,
965,161,63,In Progress,,,,1.6,False,
966,161,11,In Progress,,,,17.1,False,
967,161,59,In Progress,,,,9.1,False,
968,161,54,Expired,94.0,2026-05-19T05:04:38.153488,2026-05-09T05:04:38.153488,0.0,False,
969,162,43,In Progress,,,,3.5,False,
970,162,98,Expired,90.8,2026-01-05T05:04:38.153506,2025-12-26T05:04:38.153506,0.0,False,
971,162,86,Expired,92.5,2025-04-24T05:04:38.153518,2025-04-14T05:04:38.153518,0.0,False,
972,162,89,Completed,94.9,2025-04-30T05:04:38.153531,2026-04-30T05:04:38.153531,24,True,
973,162,78,In Progress,,,,12.1,False,
974,163,32,Not Started,,,,0.0,False,
975,163,61,Completed,67.5,2025-09-16T05:04:38.153553,2026-09-16T05:04:38.153553,4,True,
976,163,30,Not Started,,,,0.0,False,
977,163,18,In Progress,,,,17.3,False,
978,163,23,Not Started,,,,0.0,False,
979,164,75,Completed,74.9,2026-03-17T05:04:38.153572,2027-03-17T05:04:38.153572,24,True,
980,164,79,In Progress,,,,36.9,False,
981,164,83,In Progress,,,,3.4,False,
982,164,77,Expired,88.7,2026-02-02T05:04:38.153587,2026-01-23T05:04:38.153587,0.0,False,
983,164,92,Completed,80.0,2025-05-11T05:04:38.153598,2026-05-11T05:04:38.153598,24,True,
984,165,65,Expired,83.1,2025-10-04T05:04:38.153614,2025-09-24T05:04:38.153614,0.0,False,
985,165,94,Completed,99.3,2025-04-24T05:04:38.153627,2026-04-24T05:04:38.153627,4,True,
986,165,44,Completed,99.1,2025-09-22T05:04:38.153637,2026-09-22T05:04:38.153637,4,True,
987,165,68,Not Started,,,,0.0,False,
988,165,92,Completed,98.0,2026-05-15T05:04:38.153650,2027-05-15T05:04:38.153650,24,True,
989,165,73,Completed,76.6,2025-04-08T05:04:38.153660,2026-04-08T05:04:38.153660,24,True,
990,165,36,Not Started,,,,0.0,False,
991,166,41,In Progress,,,,12.2,False,
992,166,6,Not Started,,,,0.0,False,
993,166,58,Expired,96.4,2026-07-28T05:04:38.153680,2026-07-18T05:04:38.153680,0.0,False,
994,166,66,Completed,76.9,2025-11-19T05:04:38.153691,2026-11-19T05:04:38.153691,40,True,
995,167,72,Not Started,,,,0.0,False,
996,167,98,In Progress,,,,14.3,False,
997,167,19,Expired,99.1,2025-05-27T05:04:38.153711,2025-05-17T05:04:38.153711,0.0,False,
998,167,6,Expired,91.7,2025-04-03T05:04:38.153722,2025-03-24T05:04:38.153722,0.0,False,
999,167,83,Not Started,,,,0.0,False,
1000,167,47,In Progress,,,,1.2,False,
1001,167,48,Expired,70.1,2026-06-26T05:04:38.153738,2026-06-16T05:04:38.153738,0.0,False,
1002,167,67,Expired,74.0,2025-10-10T05:04:38.153750,2025-09-30T05:04:38.153750,0.0,False,
1003,168,85,Not Started,,,,0.0,False,
1004,168,67,In Progress,,,,19.5,False,
1005,168,33,Not Started,,,,0.0,False,
1006,168,27,Not Started,,,,0.0,False,
1007,168,92,In Progress,,,,14.8,False,
1008,169,60,Completed,76.8,2025-09-27T05:04:38.153777,2026-09-27T05:04:38.153777,40,True,
1009,169,11,Completed,78.0,2025-08-13T05:04:38.153788,2026-08-13T05:04:38.153788,40,True,
1010,169,85,In Progress,,,,21.1,False,
1011,169,96,Completed,89.6,2025-08-01T05:04:38.153801,2026-08-01T05:04:38.153801,4,True,
1012,169,36,Expired,80.7,2026-06-18T05:04:38.153812,2026-06-08T05:04:38.153812,0.0,False,
1013,170,92,In Progress,,,,2.5,False,
1014,170,35,Completed,93.9,2025-12-03T05:04:38.153830,2026-12-03T05:04:38.153830,16,True,
1015,170,9,Completed,73.1,2025-06-24T05:04:38.153841,2026-06-24T05:04:38.153841,4,True,
1016,170,81,Not Started,,,,0.0,False,
1017,170,78,Completed,98.9,2026-06-02T05:04:38.153853,2027-06-02T05:04:38.153853,40,True,
1018,170,61,Completed,80.5,2025-08-01T05:04:38.153863,2026-08-01T05:04:38.153863,4,True,
1019,171,6,Expired,79.3,2025-07-13T05:04:38.153878,2025-07-03T05:04:38.153878,0.0,False,
1020,171,18,Not Started,,,,0.0,False,
1021,171,77,In Progress,,,,5.6,False,
1022,171,2,Not Started,,,,0.0,False,
1023,171,82,In Progress,,,,9.9,False,
1024,172,94,In Progress,,,,1.9,False,
1025,172,85,Not Started,,,,0.0,False,
1026,172,66,Completed,69.3,2025-08-23T05:04:38.153905,2026-08-23T05:04:38.153905,40,True,
1027,172,98,Expired,68.9,2026-03-13T05:04:38.153916,2026-03-03T05:04:38.153916,0.0,False,
1028,172,68,In Progress,,,,35.1,False,
1029,172,48,Completed,93.3,2025-05-06T05:04:38.153929,2026-05-06T05:04:38.153929,8,True,
1030,172,33,Completed,66.2,2025-09-27T05:04:38.153939,2026-09-27T05:04:38.153939,16,True,
1031,172,18,Expired,80.9,2026-07-04T05:04:38.153950,2026-06-24T05:04:38.153950,0.0,False,
1032,173,5,Completed,70.1,2025-05-27T05:04:38.153967,2026-05-27T05:04:38.153967,8,True,
1033,173,83,Not Started,,,,0.0,False,
1034,173,97,In Progress,,,,3.5,False,
1035,173,29,Not Started,,,,0.0,False,
1036,173,75,Expired,95.6,2026-06-05T05:04:38.153985,2026-05-26T05:04:38.153985,0.0,False,
1037,173,54,In Progress,,,,3.9,False,
1038,174,91,Completed,89.2,2025-09-11T05:04:38.154003,2026-09-11T05:04:38.154003,8,True,
1039,174,54,Not Started,,,,0.0,False,
1040,174,10,Not Started,,,,0.0,False,
1041,174,56,Not Started,,,,0.0,False,
1042,174,53,Expired,76.6,2026-07-29T05:04:38.154019,2026-07-19T05:04:38.154019,0.0,False,
1043,174,93,Expired,72.6,2025-06-18T05:04:38.154031,2025-06-08T05:04:38.154031,0.0,False,
1044,174,12,Completed,97.1,2025-08-25T05:04:38.154042,2026-08-25T05:04:38.154042,32,True,
1045,174,49,Completed,67.0,2025-07-28T05:04:38.154053,2026-07-28T05:04:38.154053,40,True,
1046,175,4,Expired,90.0,2025-11-11T05:04:38.154066,2025-11-01T05:04:38.154066,0.0,False,
1047,175,96,Not Started,,,,0.0,False,
1048,175,8,Not Started,,,,0.0,False,
1049,175,77,Expired,84.1,2025-04-02T05:04:38.154080,2025-03-23T05:04:38.154080,0.0,False,
1050,176,12,Expired,81.4,2025-12-23T05:04:38.154097,2025-12-13T05:04:38.154097,0.0,False,
1051,176,85,Not Started,,,,0.0,False,
1052,176,86,In Progress,,,,1.3,False,
1053,176,94,Not Started,,,,0.0,False,
1054,176,17,In Progress,,,,5.8,False,
1055,176,24,Expired,93.2,2026-04-12T05:04:38.154114,2026-04-02T05:04:38.154114,0.0,False,
1056,177,8,Not Started,,,,0.0,False,
1057,177,18,In Progress,,,,0.7,False,
1058,177,32,In Progress,,,,7.3,False,
1059,177,99,Not Started,,,,0.0,False,
1060,177,63,Expired,74.8,2026-02-18T05:04:38.154147,2026-02-08T05:04:38.154147,0.0,False,
1061,178,77,Completed,65.7,2026-01-11T05:04:38.154165,2027-01-11T05:04:38.154165,24,True,
1062,178,92,Expired,100.0,2025-05-14T05:04:38.154175,2025-05-04T05:04:38.154175,0.0,False,
1063,178,19,Expired,75.2,2025-04-05T05:04:38.154187,2025-03-26T05:04:38.154187,0.0,False,
1064,178,89,Not Started,,,,0.0,False,
1065,178,66,Completed,76.6,2025-09-19T05:04:38.154199,2026-09-19T05:04:38.154199,40,True,
1066,178,91,Completed,81.6,2026-04-20T05:04:38.154210,2027-04-20T05:04:38.154210,8,True,
1067,178,36,Completed,76.3,2025-09-08T05:04:38.154220,2026-09-08T05:04:38.154220,8,True,
1068,179,28,Expired,94.6,2026-01-07T05:04:38.154235,2025-12-28T05:04:38.154235,0.0,False,
1069,179,23,In Progress,,,,14.1,False,
1070,179,41,Completed,78.0,2025-12-27T05:04:38.154247,2026-12-27T05:04:38.154247,40,True,
1071,179,50,Not Started,,,,0.0,False,
1072,179,79,Not Started,,,,0.0,False,
1073,179,87,Not Started,,,,0.0,False,
1074,179,1,Completed,73.8,2026-03-17T05:04:38.154261,2027-03-17T05:04:38.154261,16,True,
1075,179,95,Not Started,,,,0.0,False,
1076,180,45,Completed,95.4,2026-06-28T05:04:38.154276,2027-06-28T05:04:38.154276,8,True,
1077,180,50,Expired,82.7,2025-11-23T05:04:38.154287,2025-11-13T05:04:38.154287,0.0,False,
1078,180,85,In Progress,,,,17.2,False,
1079,180,65,Completed,92.7,2025-11-19T05:04:38.154299,2026-11-19T05:04:38.154299,40,True,
1080,180,82,Completed,85.3,2025-06-15T05:04:38.154309,2026-06-15T05:04:38.154309,16,True,
1081,181,19,Not Started,,,,0.0,False,
1082,181,14,Not Started,,,,0.0,False,
1083,181,58,In Progress,,,,18.9,False,
1084,181,83,In Progress,,,,3.8,False,
1085,181,72,Completed,84.0,2026-03-12T05:04:38.154332,2027-03-12T05:04:38.154332,4,True,
1086,181,84,Not Started,,,,0.0,False,
1087,181,76,Expired,66.2,2025-04-02T05:04:38.154343,2025-03-23T05:04:38.154343,0.0,False,
1088,181,96,In Progress,,,,2.7,False,
1089,182,12,Expired,96.2,2025-05-16T05:04:38.154361,2025-05-06T05:04:38.154361,0.0,False,
1090,182,87,Completed,95.7,2026-07-23T05:04:38.154372,2027-07-23T05:04:38.154372,16,True,
1091,182,93,Completed,95.9,2025-04-29T05:04:38.154382,2026-04-29T05:04:38.154382,16,True,
1092,182,37,In Progress,,,,9.2,False,
1093,182,6,Completed,66.6,2025-10-12T05:04:38.154394,2026-10-12T05:04:38.154394,16,True,
1094,182,16,In Progress,,,,5.6,False,
1095,182,10,Completed,90.5,2025-11-03T05:04:38.154406,2026-11-03T05:04:38.154406,16,True,
1096,182,99,In Progress,,,,30.1,False,
1097,183,22,Completed,81.7,2025-04-07T05:04:38.154423,2026-04-07T05:04:38.154423,8,True,
1098,183,72,Not Started,,,,0.0,False,
1099,183,12,Expired,85.9,2025-05-31T05:04:38.154435,2025-05-21T05:04:38.154435,0.0,False,
1100,183,71,Expired,69.0,2025-06-26T05:04:38.154446,2025-06-16T05:04:38.154446,0.0,False,
1101,183,49,In Progress,,,,33.3,False,
1102,183,93,In Progress,,,,0.7,False,
1103,184,31,Completed,88.9,2025-07-25T05:04:38.154467,2026-07-25T05:04:38.154467,16,True,
1104,184,6,Not Started,,,,0.0,False,
1105,184,20,Not Started,,,,0.0,False,
1106,184,25,In Progress,,,,3.5,False,
1107,185,62,Completed,91.4,2026-04-25T05:04:38.154487,2027-04-25T05:04:38.154487,40,True,
1108,185,8,Not Started,,,,0.0,False,
1109,185,84,Expired,76.9,2025-04-19T05:04:38.154499,2025-04-09T05:04:38.154499,0.0,False,
1110,185,56,Completed,96.2,2025-06-18T05:04:38.154509,2026-06-18T05:04:38.154509,40,True,
1111,185,55,In Progress,,,,25.4,False,
1112,185,60,Expired,90.0,2026-06-16T05:04:38.154521,2026-06-06T05:04:38.154521,0.0,False,
1113,185,88,In Progress,,,,5.1,False,
1114,186,44,In Progress,,,,0.6,False,
1115,186,8,Expired,73.6,2025-04-26T05:04:38.154539,2025-04-16T05:04:38.154539,0.0,False,
1116,186,96,Not Started,,,,0.0,False,
1117,186,20,Expired,71.7,2025-09-10T05:04:38.154550,2025-08-31T05:04:38.154550,0.0,False,
1118,186,12,Expired,81.4,2025-11-11T05:04:38.154561,2025-11-01T05:04:38.154561,0.0,False,
1119,187,17,In Progress,,,,26.5,False,
1120,187,28,In Progress,,,,0.8,False,
1121,187,40,Not Started,,,,0.0,False,
1122,187,23,In Progress,,,,17.2,False,
1123,187,82,Completed,67.3,2025-07-18T05:04:38.154582,2026-07-18T05:04:38.154582,16,True,
1124,188,40,Not Started,,,,0.0,False,
1125,188,83,Completed,92.2,2026-03-14T05:04:38.154599,2027-03-14T05:04:38.154599,8,True,
1126,188,36,In Progress,,,,4.3,False,
1127,188,5,Not Started,,,,0.0,False,
1128,188,80,Not Started,,,,0.0,False,
1129,188,69,In Progress,,,,4.0,False,
1130,189,80,Not Started,,,,0.0,False,
1131,189,40,Completed,79.4,2025-08-11T05:04:38.154620,2026-08-11T05:04:38.154620,8,True,
1132,189,41,Expired,67.9,2026-05-10T05:04:38.154630,2026-04-30T05:04:38.154630,0.0,False,
1133,189,98,Completed,89.8,2026-02-11T05:04:38.154641,2027-02-11T05:04:38.154641,16,True,
1134,190,2,In Progress,,,,16.2,False,
1135,190,7,In Progress,,,,23.2,False,
1136,190,96,Completed,96.6,2025-05-14T05:04:38.154659,2026-05-14T05:04:38.154659,4,True,
1137,190,83,Expired,93.4,2026-06-19T05:04:38.154669,2026-06-09T05:04:38.154669,0.0,False,
1138,190,50,Not Started,,,,0.0,False,
1139,190,45,In Progress,,,,2.8,False,
1140,191,26,Expired,70.2,2025-04-23T05:04:38.154687,2025-04-13T05:04:38.154687,0.0,False,
1141,191,93,Expired,82.9,2026-01-22T05:04:38.154698,2026-01-12T05:04:38.154698,0.0,False,
1142,191,25,Not Started,,,,0.0,False,
1143,191,51,Expired,76.6,2025-07-26T05:04:38.154710,2025-07-16T05:04:38.154710,0.0,False,
1144,191,50,Expired,97.8,2026-07-23T05:04:38.154720,2026-07-13T05:04:38.154720,0.0,False,
1145,191,76,In Progress,,,,5.6,False,
1146,191,40,Completed,83.9,2025-06-09T05:04:38.154732,2026-06-09T05:04:38.154732,8,True,
1147,192,77,In Progress,,,,3.8,False,
